Metric,R2_Mean,R2_Std,RMSE_Mean,RMSE_Std,MAE_Mean,MAE_Std,Spearman_Mean,Spearman_Std,C_index_Mean,C_index_Std,Kendall_Mean,Kendall_Std,Cum_AUC_Mean,Cum_AUC_Std
Resistance-Assistance Continuum,0.2568800330162048,0.48633245016284427,0.6629642027720408,0.23617196051757475,0.3940254032611847,0.2225398946090115,0.6516289955258896,0.24579949822125108,0.8134161295282636,0.12652452844953713,0.5824816323950512,0.2324806049287159,0.8201409263342855,0.1339271334289337
